Release Date,Season,Episode,Episode Title,Name,Sentence,Emotion,Score
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"Well, you're always welcome on the wall. No bastard was ever refused a seat there.",anger,0.6124609112739563
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,So take me with you when you go back.,neutral,0.9164804816246033
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Jon…,neutral,0.8310803174972534
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,"Father will let me if you ask him, I know he will.",neutral,0.8542221784591675
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,The Wall isn't going anywhere.,neutral,0.49408942461013794
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I'm ready to swear your oath.,neutral,0.6970432996749878
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You don't understand what you'd be giving up. We have no families. None of us will ever father sons.,surprise,0.4700435698032379
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,I don't care about that.,disgust,0.6912121772766113
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"You might, if you knew what it meant. … I'd better get inside. Rescue your father from his guests. We'll talk later.",neutral,0.38854676485061646
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Your uncle's in the Night's Watch.,neutral,0.8463521003723145
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What're you doing back there?,surprise,0.6943628787994385
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,Preparing for a night with your family. I've always wanted to see the Wall.,fear,0.8027075529098511
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,You're Tyrion Lannister. The queen's brother?,surprise,0.5065160393714905
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"My greatest accomplishment. You – you're Ned Stark's bastard, aren't you?",disgust,0.469818115234375
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"Did I offend you? Sorry. You are the bastard, though.",anger,0.5163493156433105
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,Lord Eddard Stark is my father.,neutral,0.4263435900211334
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"And Lady Stark is not your mother. Making you a bastard. Let me give you some advice, bastard. Never forget what you are. The rest of the world will not. Wear it like armor. Then it can never be used to hurt you.",anger,0.8666056394577026
2011-04-17,Season 1,Episode 1,Winter is Coming,jon snow,What the hell do you know about being a bastard?,anger,0.6277315020561218
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,All dwarves are bastards in their fathers' eyes.,disgust,0.7339388728141785
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,You at a feast -- It's like a bear in a trap.,disgust,0.7857541441917419
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The boy I beheaded. Did you know him?,disgust,0.48877114057540894
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,"Of course I did. Just a lad. But he was tough, Ned. A true Ranger.",neutral,0.7512395977973938
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,He was talking madness. Said the Walkers slaughtered his friends.,disgust,0.5638031363487244
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,The two he was with are still missing.,sadness,0.8665662407875061
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,A wildling ambush.,fear,0.9620680212974548
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Maybe. Direwolves south of the wall. Talk of the Walkers. My brother might be the next Hand to the king. Winter is coming.,neutral,0.7331610918045044
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Winter is coming.,neutral,0.6624815464019775
2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Uncle Benjen.,disgust,0.4541904032230377
2011-04-17,Season 1,Episode 1,Winter is Coming,benjen,Robb boy. How are ye?,surprise,0.8925016522407532
2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,I'm good.,joy,0.9161909818649292
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Is this your first time in the North, Your Grace?",neutral,0.48885563015937805
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Yes. Lovely country.,joy,0.8649839162826538
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'm sure it's very grim, after Kings Landing. I remember how scared I was when Ned brought me up here for the first time.",fear,0.8076803088188171
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,"Hello, little dove. But you are a beauty. How old are you?",neutral,0.6441317796707153
2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"Thirteen, Your Grace.",neutral,0.8495742082595825
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,You're tall. Still growing?,surprise,0.8152544498443604
2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"I think so, Your Grace.",neutral,0.9331113696098328
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And have you bled yet?,neutral,0.4833390414714813
2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,"No, Your Grace.",neutral,0.8746728897094727
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,And your dress. Did you make it?,surprise,0.7789298295974731
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Such talent. You must make something for me.,neutral,0.5592297911643982
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,I hear we might share a grandchild someday.,joy,0.8600348830223083
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I hear the same.,neutral,0.6890021562576294
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Your daughter will do well in the capital. Such a beauty shouldn't stay hidden up here forever.,neutral,0.9280667901039124
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Your pardon.,neutral,0.47996118664741516
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,I hear we might be neighbors soon. I hope it's true.,neutral,0.8150815367698669
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"Yes, the king has honored me with his offer.",joy,0.6079716682434082
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,"I'm sure we'll have a tournament to celebrate the new title, if you accept. It would be good to have you in the field. The competition has become a bit stale.",joy,0.7825779318809509
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I don't fight in tournaments.,neutral,0.3970817029476166
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,No? Getting a little old for it?,surprise,0.5790245532989502
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I don't fight in tournaments because when I fight a man for real, I don't want him to know what I can do.",neutral,0.3767816424369812
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Well said.,neutral,0.9063081741333008
2011-04-17,Season 1,Episode 1,Winter is Coming,sansa stark,Arya!,surprise,0.30721667408943176
2011-04-17,Season 1,Episode 1,Winter is Coming,robb stark,Time for bed.,neutral,0.8530013561248779
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"I'm a Northman. I belong here with you, not down south in that rat's nest they call a capital.",neutral,0.9023182988166809
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,I won't let him take you.,anger,0.7238626480102539
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,The king takes what he wants. That's why he's king.,neutral,0.918063223361969
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"I'll say, ‘Listen, fat man, you are not taking my husband anywhere. He belongs to me now.'",anger,0.6313661336898804
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,How did he get so fat?,surprise,0.8250674605369568
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He only stops eating when it's time for a drink.,neutral,0.8933529257774353
2011-04-17,Season 1,Episode 1,Winter is Coming,a voice,"It's Maester Luwin, my lord.",neutral,0.7259615063667297
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Send him in.,neutral,0.95558100938797
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"Pardon, my lord, my lady. A rider in the night from your sister.",disgust,0.751102864742279
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,Stay.,neutral,0.9563614726066589
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,This was sent from the Eyrie. What's she doing at the Eyrie? She hasn't been back there since her wedding.,surprise,0.5320748090744019
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,What news?,surprise,0.8902561068534851
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,She's fled the capital. She says Jon Arryn was murdered. By the Lannisters. She says the king is in danger.,fear,0.6373640894889832
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"She's fresh widowed, Cat. She doesn't know what she's saying.",neutral,0.40819981694221497
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,"Lysa's head would be on a spike right now if the wrong people had found that letter. Do you think she would risk her life, her son's life, if she wasn't certain her husband was murdered?",anger,0.3739263117313385
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"If this news is true, and the Lannisters conspire against the throne, who but you can protect the king?",neutral,0.715310275554657
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,They murdered the last Hand. Now you want Ned to take the job.,anger,0.6982344388961792
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,"The king rode for a month to ask Lord Stark's help. He's the only one he trusts. You swore the king an oath, my lord.",neutral,0.5543678402900696
2011-04-17,Season 1,Episode 1,Winter is Coming,catelyn stark,He spent half his life fighting Robert's wars. He owes him nothing. Your father and brother rode south once on a king's demand.,neutral,0.6800096035003662
2011-04-17,Season 1,Episode 1,Winter is Coming,luwin,A different time. Different king.,neutral,0.9153603911399841
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When do I meet with the Khal? We need to begin planning the invasion.,fear,0.7209874987602234
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"If Khal Drogo has promised you a crown, you shall have it.",neutral,0.8880390524864197
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,When?,surprise,0.676482617855072
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,When their omens favor war.,disgust,0.758408784866333
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,I piss on Dothraki omens. I waited 17 years to get my throne back.,neutral,0.5973913669586182
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,A Dothraki wedding without at least three deaths is considered a dull affair.,sadness,0.8876283168792725
2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,A small gift for the new Khaleesi. Songs and histories from the Seven Kingdoms.,joy,0.6255947947502136
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, ser. Are you from my country?",neutral,0.6078101992607117
2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,"Ser Jorah Mormont of Bear Island. I served your father for many years. Gods be good, I hope to always serve the rightful king.",neutral,0.49137935042381287
2011-04-17,Season 1,Episode 1,Winter is Coming,illyrio,"Dragons' eggs, Daenerys. From the Shadow Lands beyond Asshai. The ages have turned them to stone, but they will always be beautiful.",neutral,0.8698636889457703
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"Thank you, Magister.",neutral,0.5593112707138062
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,"She's beautiful. … Ser Jorah, I don't know how to say ‘thank you' in Dothraki.",neutral,0.6101416945457458
2011-04-17,Season 1,Episode 1,Winter is Coming,jorah mormont,There is no word for ‘thank you' in Dothraki.,neutral,0.6769488453865051
2011-04-17,Season 1,Episode 1,Winter is Coming,viserys,Make him happy.,joy,0.7439399361610413
2011-04-17,Season 1,Episode 1,Winter is Coming,khal drogo,No.,neutral,0.8298874497413635
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Do you know the Common Tongue?,neutral,0.802070140838623
2011-04-17,Season 1,Episode 1,Winter is Coming,daenerys targaryen,Is ‘no' the only word that you know?,neutral,0.8501652479171753
2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,"Rough night, Imp?",neutral,0.43097567558288574
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,"If I get through this without squirting from one end or the other, it will be a miracle.",neutral,0.7116432189941406
2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,I didn't pick you for a hunter.,neutral,0.40470102429389954
2011-04-17,Season 1,Episode 1,Winter is Coming,tyrion lannister,The greatest in the land. My spear never misses.,neutral,0.6870705485343933
2011-04-17,Season 1,Episode 1,Winter is Coming,sandor clegane,It's not hunting if you pay for it.,neutral,0.7104692459106445
2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,Are you as good with a spear as you used to be?,neutral,0.7784895300865173
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,"No, but I'm still better than you.",neutral,0.5935479998588562
2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,I know what I'm putting you through. Thank you for saying yes. I only ask you because I need you. You're a loyal friend. You hear me? A loyal friend. The last one I've got.,joy,0.42645248770713806
2011-04-17,Season 1,Episode 1,Winter is Coming,eddard stark,I hope I'll serve you well.,neutral,0.6230279803276062
2011-04-17,Season 1,Episode 1,Winter is Coming,robert baratheon,"You will. And I'll make sure you don't look so fucking grim all the time. Come on, boys, let's go kill some boar!",sadness,0.4957885146141052
2011-04-17,Season 1,Episode 1,Winter is Coming,bran stark,"Come on, you.",anger,0.5159294009208679
2011-04-17,Season 1,Episode 1,Winter is Coming,cersei lannister,Stop. STOP.,anger,0.8528992533683777
2011-04-17,Season 1,Episode 1,Winter is Coming,jaime lannister,Are you completely mad?,anger,0.7929562330245972
